design,strategy,topo,Vdd,corner,temp_C,Iin_A,I_at_0_A,I_at_vddhalf_A,gain_at_0,gain_vddhalf,lambda_eff_perV,rout_ohm,band_hi_V,ramp_nonlin_pct,vmax_1pct_V,vmax_0p1pct_V,area_um2,provenance
A_10u,A,MIR_CS,4.5,FS,-55,1e-05,1.00004e-05,9.99974e-06,1.00004,0.99997,2.75292e-05,3.63248e+09,2.00,0.0028,3.5665,3.0712,649.822,"netlists/A_10u_MIR_CS.cir(case=3,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,4.5,FS,27,1e-05,1.00003e-05,9.99986e-06,1.00003,0.99999,1.85048e-05,5.40395e+09,2.00,0.0019,3.7809,3.1403,649.822,"netlists/A_10u_MIR_CS.cir(case=3,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,4.5,FS,150,1e-05,1.00002e-05,9.99993e-06,1.00002,0.99999,1.3722e-05,7.28748e+09,2.00,0.0014,3.9688,3.2321,649.822,"netlists/A_10u_MIR_CS.cir(case=3,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,4.5,SF,-55,1e-05,1.00008e-05,9.99978e-06,1.00008,0.99998,4.33682e-05,2.30576e+09,2.00,0.0044,3.6303,3.2634,649.822,"netlists/A_10u_MIR_CS.cir(case=4,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,4.5,SF,27,1e-05,1.00006e-05,9.99991e-06,1.00006,0.99999,2.93397e-05,3.40825e+09,2.00,0.0030,3.8085,3.3370,649.822,"netlists/A_10u_MIR_CS.cir(case=4,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,4.5,SF,150,1e-05,1.00005e-05,9.99999e-06,1.00005,1.00000,2.22535e-05,4.49356e+09,2.00,0.0022,3.9889,3.4368,649.822,"netlists/A_10u_MIR_CS.cir(case=4,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,TT,-55,1e-05,1.00007e-05,9.99984e-06,1.00007,0.99998,3.43608e-05,2.91019e+09,2.00,0.0035,4.0913,3.6674,649.822,"netlists/A_10u_MIR_CS.cir(case=0,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,TT,27,1e-05,1.00005e-05,9.99993e-06,1.00005,0.99999,2.32276e-05,4.3051e+09,2.00,0.0023,4.2859,3.7389,649.822,"netlists/A_10u_MIR_CS.cir(case=0,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,TT,150,1e-05,1.00004e-05,1e-05,1.00004,1.00000,1.74467e-05,5.7316e+09,2.00,0.0018,4.4733,3.8349,649.822,"netlists/A_10u_MIR_CS.cir(case=0,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,FF,-55,1e-05,1.0001e-05,9.9999e-06,1.00010,0.99999,4.24175e-05,2.35739e+09,2.00,0.0043,4.1310,3.7629,649.822,"netlists/A_10u_MIR_CS.cir(case=1,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,FF,27,1e-05,1.00007e-05,9.99998e-06,1.00007,1.00000,2.88302e-05,3.46844e+09,2.00,0.0029,4.3097,3.8370,649.822,"netlists/A_10u_MIR_CS.cir(case=1,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,FF,150,1e-05,1.00006e-05,1e-05,1.00006,1.00000,2.1967e-05,4.5521e+09,2.00,0.0022,4.4902,3.9373,649.822,"netlists/A_10u_MIR_CS.cir(case=1,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,SS,-55,1e-05,1.00005e-05,9.99981e-06,1.00005,0.99998,2.74231e-05,3.64647e+09,2.00,0.0028,4.0639,3.5689,649.822,"netlists/A_10u_MIR_CS.cir(case=2,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,SS,27,1e-05,1.00004e-05,9.9999e-06,1.00004,0.99999,1.8479e-05,5.41146e+09,2.00,0.0019,4.2780,3.6377,649.822,"netlists/A_10u_MIR_CS.cir(case=2,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,SS,150,1e-05,1.00003e-05,9.99996e-06,1.00003,1.00000,1.37294e-05,7.2835e+09,2.00,0.0014,4.4663,3.7291,649.822,"netlists/A_10u_MIR_CS.cir(case=2,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,FS,-55,1e-05,1.00005e-05,9.99981e-06,1.00005,0.99998,2.71831e-05,3.67868e+09,2.00,0.0027,4.0658,3.5700,649.822,"netlists/A_10u_MIR_CS.cir(case=3,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,FS,27,1e-05,1.00004e-05,9.9999e-06,1.00004,0.99999,1.83203e-05,5.45833e+09,2.00,0.0018,4.2803,3.6393,649.822,"netlists/A_10u_MIR_CS.cir(case=3,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,FS,150,1e-05,1.00003e-05,9.99996e-06,1.00003,1.00000,1.36118e-05,7.34644e+09,2.00,0.0014,4.4685,3.7311,649.822,"netlists/A_10u_MIR_CS.cir(case=3,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,SF,-55,1e-05,1.0001e-05,9.99989e-06,1.00010,0.99999,4.27554e-05,2.33876e+09,2.00,0.0043,4.1296,3.7619,649.822,"netlists/A_10u_MIR_CS.cir(case=4,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,SF,27,1e-05,1.00007e-05,9.99998e-06,1.00007,1.00000,2.9058e-05,3.44125e+09,2.00,0.0029,4.3079,3.8357,649.822,"netlists/A_10u_MIR_CS.cir(case=4,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.0,SF,150,1e-05,1.00006e-05,1e-05,1.00006,1.00000,2.21396e-05,4.51662e+09,2.00,0.0022,4.4884,3.9356,649.822,"netlists/A_10u_MIR_CS.cir(case=4,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,TT,-55,1e-05,1.00009e-05,9.99993e-06,1.00009,0.99999,3.42246e-05,2.92172e+09,2.00,0.0035,4.5906,4.1660,649.822,"netlists/A_10u_MIR_CS.cir(case=0,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,TT,27,1e-05,1.00006e-05,9.99999e-06,1.00006,1.00000,2.33063e-05,4.29051e+09,2.00,0.0024,4.7853,4.2377,649.822,"netlists/A_10u_MIR_CS.cir(case=0,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,TT,150,1e-05,1.00005e-05,1e-05,1.00005,1.00000,1.76548e-05,5.66399e+09,2.00,0.0018,4.9729,4.3337,649.822,"netlists/A_10u_MIR_CS.cir(case=0,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,FF,-55,1e-05,1.00012e-05,1e-05,1.00012,1.00000,4.22732e-05,2.36538e+09,2.00,0.0043,4.6302,4.2614,649.822,"netlists/A_10u_MIR_CS.cir(case=1,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,FF,27,1e-05,1.00009e-05,1.00001e-05,1.00009,1.00001,2.89948e-05,3.4487e+09,2.00,0.0030,4.8090,4.3357,649.822,"netlists/A_10u_MIR_CS.cir(case=1,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,FF,150,1e-05,1.00007e-05,1.00001e-05,1.00007,1.00001,2.23371e-05,4.47664e+09,2.00,0.0023,4.9897,4.4359,649.822,"netlists/A_10u_MIR_CS.cir(case=1,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,SS,-55,1e-05,1.00006e-05,9.99988e-06,1.00006,0.99999,2.72996e-05,3.66292e+09,2.00,0.0027,4.5632,4.0676,649.822,"netlists/A_10u_MIR_CS.cir(case=2,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,SS,27,1e-05,1.00005e-05,9.99995e-06,1.00005,1.00000,1.85009e-05,5.40499e+09,2.00,0.0019,4.7774,4.1367,649.822,"netlists/A_10u_MIR_CS.cir(case=2,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,SS,150,1e-05,1.00004e-05,1e-05,1.00004,1.00000,1.38305e-05,7.23024e+09,2.00,0.0014,4.9660,4.2281,649.822,"netlists/A_10u_MIR_CS.cir(case=2,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,FS,-55,1e-05,1.00006e-05,9.99988e-06,1.00006,0.99999,2.70749e-05,3.69333e+09,2.00,0.0027,4.5652,4.0688,649.822,"netlists/A_10u_MIR_CS.cir(case=3,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,FS,27,1e-05,1.00005e-05,9.99995e-06,1.00005,1.00000,1.83549e-05,5.44799e+09,2.00,0.0019,4.7798,4.1382,649.822,"netlists/A_10u_MIR_CS.cir(case=3,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,FS,150,1e-05,1.00004e-05,1e-05,1.00004,1.00000,1.37261e-05,7.28521e+09,2.00,0.0014,4.9681,4.2301,649.822,"netlists/A_10u_MIR_CS.cir(case=3,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,SF,-55,1e-05,1.00012e-05,1e-05,1.00012,1.00000,4.2581e-05,2.34829e+09,2.00,0.0043,4.6288,4.2604,649.822,"netlists/A_10u_MIR_CS.cir(case=4,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,SF,27,1e-05,1.00009e-05,1.00001e-05,1.00009,1.00001,2.9196e-05,3.42493e+09,2.00,0.0030,4.8072,4.3343,649.822,"netlists/A_10u_MIR_CS.cir(case=4,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CS,5.5,SF,150,1e-05,1.00007e-05,1.00001e-05,1.00007,1.00001,2.24805e-05,4.44807e+09,2.00,0.0023,4.9879,4.4342,649.822,"netlists/A_10u_MIR_CS.cir(case=4,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,TT,-55,1e-05,1.00037e-05,1.00006e-05,1.00037,1.00006,0.000196488,5.08844e+08,2.00,0.0201,2.9485,2.8263,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,TT,27,1e-05,1.00022e-05,1.00004e-05,1.00022,1.00004,0.000111342,8.98037e+08,2.00,0.0114,2.9009,2.7703,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,TT,150,1e-05,1.00013e-05,1.00003e-05,1.00013,1.00003,6.11583e-05,1.63499e+09,2.00,0.0063,2.8360,2.6748,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,FF,-55,1e-05,1.00017e-05,1.00004e-05,1.00017,1.00004,8.5237e-05,1.1731e+09,2.00,0.0087,2.9609,2.8205,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,FF,27,1e-05,1.00011e-05,1.00003e-05,1.00011,1.00003,5.43174e-05,1.84092e+09,2.00,0.0055,2.9217,2.7544,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,FF,150,1e-05,1.00008e-05,1.00002e-05,1.00008,1.00002,3.63761e-05,2.74894e+09,2.00,0.0037,2.8662,2.6540,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,SS,-55,1e-05,1.00276e-05,1.00033e-05,1.00276,1.00033,0.00153698,6.49811e+07,2.00,0.1572,2.9018,0.6782,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,SS,27,1e-05,1.00137e-05,1.00021e-05,1.00137,1.00021,0.000735651,1.35846e+08,2.00,0.0752,2.8518,1.3845,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,SS,150,1e-05,1.00062e-05,1.00012e-05,1.00062,1.00012,0.000312405,3.19998e+08,2.00,0.0321,2.7737,2.5651,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,FS,-55,1e-05,1.00269e-05,1.00032e-05,1.00269,1.00032,0.00149966,6.66001e+07,2.00,0.1534,2.9030,0.6948,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,FS,27,1e-05,1.00133e-05,1.0002e-05,1.00133,1.00020,0.000713719,1.40023e+08,2.00,0.0730,2.8530,1.4254,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,FS,150,1e-05,1.0006e-05,1.00012e-05,1.00060,1.00012,0.000301568,3.31501e+08,2.00,0.0310,2.7753,2.5759,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,SF,-55,1e-05,1.00017e-05,1.00004e-05,1.00017,1.00004,8.61754e-05,1.16032e+09,2.00,0.0088,2.9605,2.8203,649.822,"netlists/A_10u_MIR_CW.cir(case=4,temp=-55,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,SF,27,1e-05,1.00012e-05,1.00003e-05,1.00012,1.00003,5.49648e-05,1.81924e+09,2.00,0.0056,2.9212,2.7541,649.822,"netlists/A_10u_MIR_CW.cir(case=4,temp=27,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,3.2,SF,150,1e-05,1.00008e-05,1.00002e-05,1.00008,1.00002,3.68141e-05,2.71622e+09,2.00,0.0038,2.8654,2.6537,649.822,"netlists/A_10u_MIR_CW.cir(case=4,temp=150,Vdd=3.2):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,TT,-55,1e-05,1.00062e-05,1.00019e-05,1.00062,1.00019,0.000185113,5.39977e+08,2.00,0.0187,4.2473,4.0947,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,TT,27,1e-05,1.00036e-05,1.00012e-05,1.00036,1.00012,0.000106469,9.39002e+08,2.00,0.0108,4.2001,4.0610,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,TT,150,1e-05,1.00021e-05,1.00007e-05,1.00021,1.00007,5.87855e-05,1.70085e+09,2.00,0.0059,4.1355,3.9698,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,FF,-55,1e-05,1.00028e-05,1.00009e-05,1.00028,1.00009,8.11747e-05,1.23167e+09,2.00,0.0082,4.2603,4.1145,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,FF,27,1e-05,1.00018e-05,1.00006e-05,1.00018,1.00006,5.22916e-05,1.9121e+09,2.00,0.0053,4.2213,4.0503,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,FF,150,1e-05,1.00013e-05,1.00005e-05,1.00013,1.00005,3.50982e-05,2.84888e+09,2.00,0.0035,4.1658,3.9506,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,SS,-55,1e-05,1.00465e-05,1.00135e-05,1.00465,1.00135,0.00144782,6.88496e+07,2.00,0.1461,4.1859,0.6835,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,SS,27,1e-05,1.00229e-05,1.0007e-05,1.00229,1.00070,0.000701159,1.42395e+08,2.00,0.0709,4.1464,1.4186,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,SS,150,1e-05,1.00101e-05,1.00033e-05,1.00101,1.00033,0.000298425,3.34856e+08,2.00,0.0302,4.0713,3.2488,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,FS,-55,1e-05,1.00454e-05,1.00131e-05,1.00454,1.00131,0.00141399,7.05025e+07,2.00,0.1426,4.1883,0.6987,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,FS,27,1e-05,1.00223e-05,1.00068e-05,1.00223,1.00068,0.000680988,1.4662e+08,2.00,0.0690,4.1479,1.4594,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,FS,150,1e-05,1.00097e-05,1.00032e-05,1.00097,1.00032,0.000288385,3.46522e+08,2.00,0.0292,4.0729,3.3494,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,SF,-55,1e-05,1.00028e-05,1.00009e-05,1.00028,1.00009,8.20085e-05,1.21915e+09,2.00,0.0083,4.2599,4.1141,649.822,"netlists/A_10u_MIR_CW.cir(case=4,temp=-55,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,SF,27,1e-05,1.00018e-05,1.00006e-05,1.00018,1.00006,5.2889e-05,1.8905e+09,2.00,0.0054,4.2207,4.0500,649.822,"netlists/A_10u_MIR_CW.cir(case=4,temp=27,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,4.5,SF,150,1e-05,1.00013e-05,1.00005e-05,1.00013,1.00005,3.55022e-05,2.81646e+09,2.00,0.0036,4.1650,3.9502,649.822,"netlists/A_10u_MIR_CW.cir(case=4,temp=150,Vdd=4.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,TT,-55,1e-05,1.00072e-05,1.00024e-05,1.00072,1.00024,0.000187129,5.34111e+08,2.00,0.0194,4.7467,4.5620,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,TT,27,1e-05,1.00042e-05,1.00015e-05,1.00042,1.00015,0.000108679,9.19855e+08,2.00,0.0114,4.6998,4.5561,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,TT,150,1e-05,1.00024e-05,1.00009e-05,1.00024,1.00009,6.01554e-05,1.66207e+09,2.00,0.0063,4.6352,4.4672,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,FF,-55,1e-05,1.00032e-05,1.00011e-05,1.00032,1.00011,8.19127e-05,1.22052e+09,2.00,0.0084,4.7600,4.6119,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,FF,27,1e-05,1.00021e-05,1.00008e-05,1.00021,1.00008,5.31395e-05,1.88155e+09,2.00,0.0055,4.7211,4.5484,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,FF,150,1e-05,1.00015e-05,1.00006e-05,1.00015,1.00006,3.57225e-05,2.79905e+09,2.00,0.0037,4.6656,4.4490,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,SS,-55,1e-05,1.00548e-05,1.00173e-05,1.00548,1.00173,0.0014742,6.7568e+07,2.00,0.1542,4.6758,0.6186,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,SS,27,1e-05,1.00271e-05,1.00088e-05,1.00271,1.00088,0.000721014,1.38425e+08,2.00,0.0763,4.6438,1.3262,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,SS,150,1e-05,1.00119e-05,1.00041e-05,1.00119,1.00041,0.000307386,3.25045e+08,2.00,0.0326,4.5702,3.2103,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,FS,-55,1e-05,1.00536e-05,1.00168e-05,1.00536,1.00168,0.00144273,6.90479e+07,2.00,0.1512,4.6790,0.6299,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,FS,27,1e-05,1.00263e-05,1.00085e-05,1.00263,1.00085,0.000701935,1.42195e+08,2.00,0.0744,4.6453,1.3621,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,FS,150,1e-05,1.00115e-05,1.00039e-05,1.00115,1.00039,0.000297765,3.35556e+08,2.00,0.0317,4.5718,3.3140,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,SF,-55,1e-05,1.00032e-05,1.00011e-05,1.00032,1.00011,8.2636e-05,1.20984e+09,2.00,0.0085,4.7596,4.6115,649.822,"netlists/A_10u_MIR_CW.cir(case=4,temp=-55,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,SF,27,1e-05,1.00021e-05,1.00008e-05,1.00021,1.00008,5.36579e-05,1.86336e+09,2.00,0.0055,4.7205,4.5481,649.822,"netlists/A_10u_MIR_CW.cir(case=4,temp=27,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.0,SF,150,1e-05,1.00015e-05,1.00006e-05,1.00015,1.00006,3.60793e-05,2.77137e+09,2.00,0.0037,4.6648,4.4486,649.822,"netlists/A_10u_MIR_CW.cir(case=4,temp=150,Vdd=5.0):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,TT,-55,1e-05,1.00084e-05,1.00029e-05,1.00084,1.00029,0.00019938,5.01244e+08,2.00,0.0218,5.2461,4.9004,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,TT,27,1e-05,1.0005e-05,1.00017e-05,1.00050,1.00017,0.000117916,8.4775e+08,2.00,0.0131,5.1993,5.0497,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,TT,150,1e-05,1.00028e-05,1.0001e-05,1.00028,1.00010,6.56994e-05,1.52177e+09,2.00,0.0074,5.1350,4.9641,649.822,"netlists/A_10u_MIR_CW.cir(case=0,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,FF,-55,1e-05,1.00037e-05,1.00013e-05,1.00037,1.00013,8.64951e-05,1.15581e+09,2.00,0.0093,5.2596,5.1086,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,FF,27,1e-05,1.00024e-05,1.00009e-05,1.00024,1.00009,5.6903e-05,1.75705e+09,2.00,0.0061,5.2208,5.0461,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,FF,150,1e-05,1.00017e-05,1.00007e-05,1.00017,1.00007,3.84097e-05,2.60318e+09,2.00,0.0042,5.1654,4.9470,649.822,"netlists/A_10u_MIR_CW.cir(case=1,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,SS,-55,1e-05,1.00648e-05,1.0021e-05,1.00648,1.00210,0.00159552,6.23816e+07,2.00,0.1762,5.1578,0.5006,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,SS,27,1e-05,1.00323e-05,1.00106e-05,1.00323,1.00106,0.000796221,1.25301e+08,2.00,0.0898,5.1405,1.0894,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,SS,150,1e-05,1.00142e-05,1.00048e-05,1.00142,1.00048,0.00034198,2.92115e+08,2.00,0.0390,5.0686,2.9747,649.822,"netlists/A_10u_MIR_CW.cir(case=2,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,FS,-55,1e-05,1.00635e-05,1.00205e-05,1.00635,1.00205,0.00156752,6.35027e+07,2.00,0.1737,5.1625,0.5067,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,FS,27,1e-05,1.00315e-05,1.00103e-05,1.00315,1.00103,0.000778638,1.28139e+08,2.00,0.0881,5.1420,1.1136,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,FS,150,1e-05,1.00137e-05,1.00047e-05,1.00137,1.00047,0.000332894,3.00099e+08,2.00,0.0381,5.0704,3.0702,649.822,"netlists/A_10u_MIR_CW.cir(case=3,temp=150,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,SF,-55,1e-05,1.00038e-05,1.00014e-05,1.00038,1.00014,8.70047e-05,1.14904e+09,2.00,0.0093,5.2592,5.1082,649.822,"netlists/A_10u_MIR_CW.cir(case=4,temp=-55,Vdd=5.5):dc_sweep_i(Vout)"
A_10u,A,MIR_CW,5.5,SF,27,1e-05,1.00025e-05,1.00009e-05,1.00025,1.00009,5.72708e-05,1.74577e+09,2.00,0.0062,5.2203,5.0457,649.822,"netlists/A_10u_MIR_CW.cir(case=4,temp=27,Vdd=5.5):dc_sweep_i(Vout)"
